Code,Name,CompanyName,Pack,Mrp
16146,EXERMET 1GM TAB 15S,CIPLA,15TAB,57.44
16804,EXERMET 500 SR TAB,CIPLA,15TAB,36.08
14463,EXERMET 850  TAB,CIPLA,,0
14769,EXERMET GM  FORTE  1,CIPLA,10TAB,96.8
14464,EXERMET GM 501 TAB,CIPLA,15TAB,152.98
14465,EXERMET GM 502 TAB,CIPLA,15TAB,191.66
16147,EXERMET GM FORTE 2 TAB,CIPLA GE,10TAB,101.5
18588,EXERMET GM FORTE 2 TAB,CIPLA GE,10TAB,0
24597,EXIGROW-F-LOTION 60ML,SANSTUTI PHR,60ML,660
34708,EXIRIL SYP,KATHKIN,100ML,129
7263,EXIZOL SHAMPOO,RANBAXY,50ML,296
25105,EXL 1 BLACK,GARNIER,1PCS,679
25367,EXL 100 WITH 175 CP SHAMPOO,GARNIER,1,590
26431,EXL 3 DRKST BRWN,GARNIER,1PCS,679
25101,EXL 300 WITH 175 CP SHAMPOO FREE,GARNIER,1,590
25104,EXL 316 WITH 175 CP SHAMPOO FREE,GARNIER,1,620
25369,EXL 4 DARK BROWN,GARNIER,1PCS,679
25102,EXL 400 WITH 175 CP SHAMPOO FREE,GARNIER,1,590
33148,EXL 400 WITH CP 82 ML SH FREE,GARNIER,82.5ML,679
27185,EXL 5 BROWN,GARNIER,1PCS,679
25103,EXL 500 WITH 175 CP SHAMPOO FREE,GARNIER,1,590
28648,EXL SHADE 6.13,GARNIER,1PCS,679
31590,EXLZYME TAB,MRL PHARMA,10TAB,685
34735,EXOCAST TAB,GH VISIO,10TAB,251
34736,EXOCAST-180 TAB,GH VISIO,10TAB,192.3
7997,EXOCIN OPTHALMIC SOL.,ALLERGAN,5ML,85.05
13224,EXOMYCIN-500 TAB,ECOMED,1*3,66
17658,EXP CREA DRK BRWN GODREJ COLOR,GODREJ H,20GM,35
17659,EXP CREA NAT.BRWN GODREJ COLOR,GODREJ H,20GM,33
17660,EXP CREA NR.BLACK GODREJ COLOR,GODREJ H,1TAB,33
17657,EXP CREAM 20GM BUR,GODREJ H,20GM,33
28273,EXP CREAM NBLK 20GM,GODREJ H,20GM,33
22526,EXP RICH CREAM  DARK BROWN,GODREJ H,20GM,33
22527,EXP RICH CREAM  N. BLACK  20GM,GODREJ H,20GM,15
22528,EXP RICH CREAM BLACK BROWN,GODREJ H,20TAB,33
27319,EXP RICH CREAM BURGUNDY,GODREJ H,10*20,35
22529,EXP RICH CREAM N. BROWN  20GM,GODREJ H,20GM,35
24292,EXPEASY5 MIN NBK 20ML,GODREJ H,20ML,25
5369,EXPIRTIN 100MG CAP,ARISTO,10CAP,60
36053,EXPOCUF D SYP,SANMED L,100ML,110
27675,EXTADIL 20 OD,APEX PHA,1STRIP,48
20529,EXTEND CAP,KLM LABO,10CAP,162
19497,EXTEND FORTE TAB,KLM LABO,10TAB,160
36092,EXTEND HAIR GUM,KLM LABO,30GM,695
18617,EXTEND HAIR TABLET,KLM LABO,10TAB,242
31728,EXTEND TOTAL TAB,KLM LABO,15TAB,130
31591,EXTRAFLEX SACHET SF,MRL PHARMA,12.5GM,110
4371,EXTRALUBE EYE DROP,MICRO,10ML,260
31592,EXTRAMAX SOFTGEL CAP,MRL PHARMA,10CAP,745
25834,EXTRAMMUNE 200ML SYP,CHARAK P,200ML,133
16803,EXTRAMMUNE TAB,CHARAK P,30TAB,118
27374,EY7 KIDS CAP,CENTAUR,30CAP,0
16236,EYE MANRA EYE DROP,OTHERS,1TAB,65
28018,EYE VITAL CAP,SUNWAYS,30CAP,114
28019,EYE VITAL LX CAP,SUNWAYS,10TAB,166
20739,EYEBLISS CREAM 15GM,INTAS PH,15GM,475
35998,EYELYN EYE DROP,Vyonics,10ML,140
34462,EYEMAC 10ML,HIS EYE,10ML,137
34467,EYEMAC GEL 10ML,HIS EYE,10ML,165
7638,EYEMIST EYE DROP,SUN PHARMA,10ML,229
13425,EYEMIST FORTE EYE DROP,SUN PHARMA,10ML,279
13500,EYEMIST GEL,SUN PHARMA,10GM,440
34473,EYENESS WIPES,HIS EYE,20TAB,260
32546,EYENORA SERUM,MECONUS,15 ML,1780
19103,EYESURGE TAB,IPCA LABORAT,10TAB,0
34673,EYETAMIN AR II TAB,ENTOD PH,10TAB,180
30821,EYETAMIN TOTAL CAP,ENTOD PH,10CAP,349
6158,EYEZ GEL 20 PLUS,SALVEPH,15ML,698
6159,EYEZ GEL 40 PLUS,SALVEPH,15ML,798
13570,EZACT 120 TAB,SUN PHARMA,10TAB,200
13571,EZACT 60 TAB,SUN PHARMA,10TAB,136
13572,EZACT 90 TAB,SUN PHARMA,10TAB,150
20296,EZACT MR TAB,SUN PHARMA,10TAB,299
28431,EZANIC  20% GEL 15GM,INTAS PH,15GM,285
20974,EZANIC 10% CREAM,INTAS PH,15GM,220
20893,EZANIC 20% CREAM 15GM,INTAS PH,15GM,275
10741,EZEDOC-10 TAB,LUPIN,10TAB,208.75
12335,EZEE 500GM,OTHERS,500GM,90
15346,EZEEPAM 10 TAB,ERIS PHA,10TAB,100.8
16888,EZEEPAM 5 TAB,ERIS PHA,10TAB,56.22
22200,EZEEPAM PLUS 10MG TAB,ERIS PHA,10TAB,151.83
28713,EZEEPAM PLUS 5 TAB,ERIS PHA,10TAB,113.47
18700,EZENTIA 10 TAB,SUN PHARMA,10TAB,187
21062,EZICAS AZ NASAL SPRAY,INTAS PH,7ML,468.5
20919,EZICAS F 360 NASAL SPRAY,INTAS PH,16GM,490
4777,EZINAPI CREAM,J.B.CHEM,10GM,72.5
4193,EZINAPI PLUS  CREAM,J.B.CHEM,50GM,221.5
7648,EZINAPI PLUS CREAM,J.B.CHEM,30GM,188.56
29530,EZINAPI PLUS CREAM 10GM,J.B.CHEM,10GM,79.71
18435,EZLAX SACHET,NOUVEUA,10.4GM,19.5
30125,EZOLENT 0.25 TAB,TALENT IND,10TAB,38.7
30126,EZOLENT 0.5 TAB,TALENT IND,10TAB,60
19237,EZURIC 25MG TAB,ALKEM,10TAB,271
12413,F & L BB CR. 18GM,OTHERS,18GM,0
12414,F & L BB CR. 40GM,OTHERS,40GM,179
12415,F & L BB CR. 9GM,OTHERS,8GM,49
12416,F & L COLD 25GM,OTHERS,25GM,60
12417,F & L COLD 50GM,OTHERS,50GM,110
12418,F & L COLD 80GM,OTHERS,80GM,165
12423,F & L COLD.(AYUR) 25GM,OTHERS,25GM,68
12424,F & L COLD.(AYUR) 50GM,OTHERS,50GM,125
12419,F & L CR. (AYUR) 25GM,OTHERS,25GM,0
12420,F & L CR. (AYUR) 50GM,OTHERS,50GM,0
12411,F & L CR. 25GM,OTHERS,25GM,52
12412,F & L CR. 80GM,OTHERS,80GM,148
12421,F & L F/W 100GM,OTHERS,100GM,120
12422,F & L F/W 50GM,OTHERS,50GM,65
12425,F & L MENZ 25GM,OTHERS,25GM,72
12426,F & L MENZ 50GM,OTHERS,50GM,130
12427,F & L MENZ F/W 100GM,OTHERS,100GM,150
12428,F & L MENZ F/W 50GM,OTHERS,50GM,85
11187,F& L BB CR.18GM,OTHERS,18GM,85
11188,F& L CR AYUR,OTHERS,25G,68
11183,F& L CR.,OTHERS,25GM,51
11185,F& L CR.50GM,OTHERS,50GM,98
12987,F-1,ALKEM,10TAB,484
34709,FA9 SOFTGEL CAP,KATHKIN,10CAP,135
10679,FAA-20 TAB,LUPIN,15TAB,276.65
18304,FABIFLU TAB,GLENMARK,34TAB,1292
21520,FABIKIND 800 TAB,MANKIND,10TAB,1600
19603,FABOLITE POWDER,ABBOTT HEALT,100GM,192
33772,FABOLITE POWDER SF ORANGE,ABBOTT HEALT,300GM,529
17427,FABOLITE SUGER FREE,ABBOTT HEALT,10GM,0
19732,FABULAS 40 TAB,INTAS PH,10TAB,152
14887,FACE COVER MASK 6210,DAILYMATE,1PACK,20
14888,FACE COVER MASK 6210,DAILYMATE,1PACK,99
24280,FACE GUARD SPF50 TVAKSH  30GM,ABBOTT INDIA,30GM,625
33509,FACE GUARD TVAKSH SPF 30 BIG,ABBOTT INDIA,50GM,783
33510,FACE GUARD TVAKSH SPF30,ABBOTT INDIA,30GM,551
15910,FACE MASK,DAILYMATE,1*3 PACK,395
16329,FACE MASK 3 PLY LOOP FILTER,DAILYMATE,1PCS,800
25042,FACE MASK ACRUX 3 PLY MASK,OTHERS,3PLY,2
22569,FACE MASK ACRUX 3 PLY MELT BLO,AC SURGI,1TAB,10
22438,FACE MASK ACRUX NOSE PIN,OTHERS,3PLY,10
17944,FACE SHIELD PVC,OTHERS,1TAB,150
24856,FACE WASH ACNE 50G,OTHERS,50G,99
25637,FACE WASH ALL IN 1 100ML,NIVEA,100ML,265
24855,FACE WASH ALL IN 1 50ML,NIVEA,50ML,125
27756,FACE WASH PUMP ALL IN1 150ML,NIVEA,150ML,299
7684,FACEBENZ A GEL,CADILA H,15GM,304
9177,FACECLIN GEL,ABBOTT HEALT,20GM,194.66
29418,FACECLIN-AT GEL 20GM,ABBOTT HEALT,20GM,349.8
32045,FACEMOIST CREAM 60GM,CANIXA L,60GM,495
36974,FACEMOIST RES-Q NIGHT SERUM,CANIXA L,30ML,1190
12337,FACIA BAR 25GM,OTHERS,25GM,40
12339,FACIA BAR 75GM,OTHERS,75GM,99
35799,FACITINIB 5MG TAB,TRICOS,10TAB,340
35800,FACITINIB GEL,TRICOS,10GM,1099
22219,FAH CREAM 30GM,OTHERS,30 GM,80
24728,FAH FC 15G,OTHERS,15G,30
24731,FAH INST RADIANCE F.WASH,OTHERS,1,90
24730,FAH INST RADIANCE FWASH NEW,OTHERS,1,170
22224,FAH INSTANT RADIANCE FW,OTHERS,50ML,40
22225,FAH OC INSTANT RADIANCE FW,OTHERS,50ML,90
22223,FAH OC INSTANT RADIANCE FW,OTHERS,1TAB,170
22222,FAH RADIANCE CREAM,OTHERS,15 GM,30
24729,FAH RADIANCE CREAM 30GM,OTHERS,30GM,80
23792,FAH RADIANCE CREAM 60GM,OTHERS,60GM,140
22221,FAH RADIENCE F. WASH,OTHERS,1TAB,170
11266,FAIR & HANDSOME 15ML,EMAMI LTD,15ML,40
12345,FAIR & HANDSOME 30ML,EMAMI LTD,30ML,80
12347,FAIR & HANDSOME 60ML,EMAMI LTD,60ML,130
12348,FAIR & HANDSOME F/W 100ML,EMAMI LTD,100ML,220
12350,FAIR & HANDSOME F/W 50ML,EMAMI LTD,50ML,110
15766,FAIR & LOVELY FASH WASH,HINDUSTAN UN,50 GM,65
15773,FAIR & LOVELY MULTIVITAMIN FACE WASH,HINDUSTAN UN,10 GM,120
15767,FAIR & LOVELY WINTER CREAM,HINDUSTAN UN,1TAB,60
15814,FAIR & LOVLEY  WINTER CREAM,NIVEA,,
,50`GM,99,0,
15849,FAIR &LOVELY MENS ACTIVE 2,NIVEA,,
,1`PACK,72,0,
24544,FAIR AND HAN,OTHERS,60GM,140
25408,FAIR AND HANDSOME 30GM,GENERIC,30GM,80
25218,FAIR AND HANDSOME F/W 25 ML,OTHERS,25ML,0
22934,FAIR AND LOVELY FACE TALC 21G,HINDUSTAN UN,21GM,25
21527,FAIR AND LOVELY MEN 25GM,OTHERS,25GM,75
23988,FAIR AND LOVELY MEN CREAM 50 GM,OTHERS,50 GM,145
21606,FAIR AND LOVELY MEN F/W 100 G,OTHERS,100GM,150
21607,FAIR AND LOVELY MEN F/W 20G,OTHERS,20GM,35
21608,FAIR AND LOVELY MEN F/W 50 G,OTHERS,50GM,85
17540,FAIR AND LOVELY MULT F/W 100 G,OTHERS,100GM,120
17541,FAIR AND LOVELY MULT F/W 20 G,OTHERS,20GM,25
17542,FAIR AND LOVELY MULT F/W 50 G,OTHERS,50GM,65
16361,FAIR AND LOVELY MV CREAM 15G,NIVEA,,
,15GM,25,0,
16362,FAIR AND LOVELY MV CREAM 25G,NIVEA,,
,1TAB,54,0,
16363,FAIR AND LOVELY MV CREAM 50G,NIVEA,,
,50GM,102,0,
16364,FAIR AND LOVELY MV CREAM 80 G,NIVEA,,
,80GM,161,0,
21340,FAIR AND LOVELY WIN CREM  80G,OTHERS,1TAB,199
17661,FAIR AND LOVELY WIN CREM 25G,OTHERS,25GM,63
17662,FAIR AND LOVELY WIN CREM 50G,OTHERS,50GM,120
6218,FAIR EYE CREAM,ZYDUS CA,15GM,768.2
12341,FAIR GLOW 100GM SET,OTHERS,100GM,88
12342,FAIR GLOW 75GM SET,OTHERS,100GM,70
14135,FAIR INSTA CREAM,ZYDUS CA,20GM,470
16538,FAIR LOVELY MEN INSTA,NIVEA,,
,1TAB,80,0,
19038,FAIRLITE CREAM 20GM,PALSONS,20GM,499
21148,FAIRLITE FACE WASH,PALSONS,1TAB,0
13347,FALCIGO 120 INJ VIAL,ZYDUS CA,10ML,230.03
12717,FALCIGO 60MG INJ,ZYDUS CA,1ML,230.03
13349,FALCIGO PLUS TAB,ZYDUS CA,6TAB,527.4
13348,FALCIGO SP KIT,ZYDUS CA,1KIT,325.6
25065,FALL REPAIR SHAMPOO 192.5ML,GARNIER,192.5ML,199
25323,FALL REPAIR SHAMPOO 82.5ML,GARNIER,82.5ML,79
25493,FAMCIMAC 500,MACLEODS,3S,312.4
14309,FAMOCID 20 TAB,SUN PHARMA,14TAB,5.9
14310,FAMOCID 40 TAB,SUN PHARMA,14TAB,10.5
21594,FAMOGREAT 40 TAB,MANKIND,14TAB,27.86
21595,FAMOGREAT D TAB,MANKIND,10TAB,29.9
19586,FAMTAC SOFLET,ABBOTT INDIA,14TAB,0
31147,FANDCAL CAP,FRIENDCURE,10CAP,89
31148,FANDIA DSR TAB,FRIENDCURE,10TAB,99
35716,FANEMIA  1K INJ,OAKNET,20ML,1200
35206,FANEMIA 500MG INJ,OAKNET,10ML,0
35717,FANEMIA 750MG INJ,OAKNET,15ML,1200
34737,FANFER-XT TAB,GH VISIO,10TAB,119
28885,FAREX GENTLE FOLLOW-UP POWDER 400GM,NUTRICIA,400GM,0
29951,FAREX REFIL 2  400GM,NUTRICIA,400GM,620
28201,FAREX STAGE-1 400GM REFIL,NUTRICIA,400GM,690
30882,FAROALFA 200MG TAB,ALNICHE,6TAB,655
9564,FAROBACT 200 TAB,CIPLA,10TAB,1050.46
33359,FAROBACT 300 ER  1*10,CIPLA,10TAB,1268.88
6188,FARONAC,MICRO,6TAB,380
21413,FARONEM 200 TAB,RANBAXY,10TAB,1080
25411,FARONEM CV,RANBAXY,10TAB,1279
8942,FARONEM ER TAB,RANBAXY,10TAB,1320
28083,FARONEM SYP 30ML,RANBAXY,30ML,250
31335,FARORIGHT 200 TAB,RANBAXY,10TAB,1035
31336,FARORIGHT 300 ER TAB,RANBAXY,10TAB,1136.67
29705,FAROTIVE 300 ER TAB,KOYE PHA,6TAB,685
34438,FAROVAP 200MG,Neovae P,6TAB,649
25754,FAS 3 KIT TAB,HETERO D,4TAB,127
26041,FASH FOAM 100 ML,CURATIO,100ML,425
26030,FASH OS 100ML,CURATIO,100ML,375
34771,FASH PADS,CURATIO,30WIPES,290
19714,FASH X -GEL,CURATIO,100ML,0
26031,FASH X GEL  200 GM,CURATIO,200ML,548
12351,FAST RELIFE 15ML,OTHERS,15ML,58
12353,FAST RELIFE 23ML,OTHERS,23ML,95
12355,FAST RELIFE 45ML,OTHERS,45ML,175
32810,FASTCLAV 500 TAB,IPCA LABORAT,10TAB,685.25
11582,FAT FOAMY 300GM,P&G,418GM,249
29027,FAT-GO CAP,JOLLY HE,10CAP,390
18105,FAVENZA 200 TAB,FDC LTD,34TAB,1870
21196,FAVENZA 400 TAB,FDC LTD,10TAB,950
21197,FAVENZA 800 TAB,FDC LTD,10TAB,1600
22717,FAVIHOPE 400 TAB,MACLEODS,17TAB,1190
34324,FAXAPIX 2.5 TAB,LA RENON,10TAB,132
32393,FAXAPIX 5 TAB,LA RENON,10TAB,198
31098,FAXICAD 200MG TAB,CADILA H,10TAB,177.5
31099,FAXICAD 400MG TAB,CADILA H,10TAB,349.5
31100,FAXICAD 550MG TAB,CADILA H,10TAB,388
745,FBN EYE DROP,MICRO,5ML,89
24127,FBT 40 TAB,CORONA REMID,10TAB,102.45
17407,FBT 80 TAB,CORONA REMID,10TAB,169.4
30948,FBX  80 TAB,ALBERT,10TAB,200.6
18880,FBX 40 TAB,ALBERT,10TAB,122.51
31872,FC MALT INJ 500MG,ALNICHE,10ML,3570
34636,FC-206 TAB,MITIS BI,10TAB,279
15940,FCN 200 TAB  1,INTAS PH,1*2,279
23113,FD PRO POWDER,WINSOME,200GM,259
14761,FDC D3 60K TAB,FDC LTD,8TAB,137.68
24606,FDINE TAB 10TAB,SANSTUTI PHR,10TAB,130
36639,FE KNOCK SYRUP,JANNOCKS,200ML,190
28130,FE-DEFI TAB,FREYN PH,10TAB,148
27790,FE-FURT TAB,FRANKFUR,10TAB,95
23503,FEBOXA 40 TAB,RANABXY GENR,10TAB,142.5
23504,FEBOXA 80MG,RANABXY GENR,10TAB,198
17436,FEBREX PLUS AF SYP,INDOCO R,60ML,77.3
16640,FEBREX PLUS DROP,INDOCO R,15ML,77.5
31490,FEBREX PLUS DS SYP,INDOCO R,60ML,93
17457,FEBREX PLUS SYP 100ML,INDOCO R,100ML,110.75
17456,FEBREX PLUS SYP 60ML,INDOCO R,60ML,89
10902,FEBREX PLUS TAB,INDOCO R,15TAB,90
34443,FEBS 40 TAB,Mediart,10TAB,108
17921,FEBUBEST 40 MG,OTHERS,10TAB,101
14298,FEBUCIP 40 TAB,CIPLA,10TAB,152.17
15689,FEBUCIP 80,CIPLA,10TAB,0
5187,FEBUDAY 40,MSN LABO,10TAB,65
30596,FEBUDAY 80 TAB,MSN LABO,10TAB,144
13455,FEBUGET 40 TAB,SUN PHARMA,15TAB,208
13456,FEBUGET 80 TAB,SUN PHARMA,10TAB,267
19853,FEBUGOOD 40 TAB,TORRENT,10TAB,162
36235,FEBUGOOD 80 TAB,TORRENT,10TAB,249.65
33034,FEBUHELP 40 TAB,MANKIND,10TAB,132
33035,FEBUHELP 80 TAB,MANKIND,10TAB,200
9266,FEBUMAC 40 TAB,MACLEODS,10TAB,157
19469,FEBUMAC 80 TAB,MACLEODS,10TAB,223
36342,FEBUNIER 40MG TAB,Ponoogun,10TAB,143
23460,FEBUPREZ,RENCORD,10TAB,110
19005,FEBURIC 20 TAB,AJANTA,15TAB,164.5
14967,FEBURIC 40 TAB,AJANTA,15TAB,231
20373,FEBURIC 80 TAB,AJANTA,15TAB,376
20424,FEBUSET 40 TAB,MEYER,10TAB,124
9178,FEBUSTAT 40 TAB,ABBOTT HEALT,15TAB,297.6
9241,FEBUSTAT 80 TAB,ABBOTT HEALT,15TAB,510.9
21522,FEBUTAX-40 TAB,LEEFORD,10TAB,95
25535,FEBUTAZ 20 TAB,SUN PHARMA,10TAB,106
22731,FEBUTAZ 40 TAB,SUN PHARMA,15TAB,225
13574,FEBUTAZ 80 TAB,SUN PHARMA,10TAB,267
23531,FEBUTEC 40,CIPLA GE,10TAB,114.34
19544,FEBUXOR 40 TAB,INTAS PH,10TAB,139
14959,FEBUXOT TAB 40MG 10S,SUN PHARMA,10TAB,0
7236,FEBZEAL-40 TAB,SYSTOPIC,10TAB,75
17315,FECONTIN-F TAB,MODI & M,10TAB,173
17316,FECONTIN-Z TAB,MODI & M,10TAB,246
35755,FECOZER TAB,Kruger P,10TAB,128
28964,FECTZONE 1.5GM INJ,PANZIN H,1.5GM,0
34641,FEDUA 40 TAB,MITIS BI,10TAB,127
15761,FEEM OXY LIFE BLEACH,DABUR IN,27GM,0
8364,FEFOL SPANS CAP,GSK,15CAP,88.9
8814,FEFOL Z CAP,GSK,15CAP,172.3
36440,FEGATOFIT CAP,Ponoogun,10CAP,999
21451,FELDEX TAB,SUN PHARMA,10TAB,109
10354,FELICITA OD CAP,INTAS PH,10CAP,270.5
5773,FELIZ S 10 TAB,TORRENT,10TAB,100.8
5812,FELIZ S 20 TAB,TORRENT,10TAB,160.83
5776,FELIZ S 5 TAB,TORRENT,10TAB,56.22
6790,FELIZ S EZ 10 TAB,TORRENT,10TAB,87
6791,FELIZ S EZ 5 TAB,TORRENT,10TAB,65
7208,FELIZ S PLUS 5 TAB,TORRENT,10TAB,138
5774,FELIZ S PLUS TAB,TORRENT,15TAB,304.35
22296,FELIZ-S LITE TAB,TORRENT,10TAB,139.35
21234,FEM BLEACH -PINK 30,DABUR IN,6.GM,30
21235,FEM BLEACH BLUE,DABUR IN,50GM,57
17274,FEM BLEACH BLUE (S)  8 G,DABUR IN,1TAB,30
24114,FEM BLEACH DIAMOND (S),DABUR IN,10 GM,38
22656,FEM BLEACH GOLD (M) 40G,DABUR IN,40GM,80
17275,FEM BLEACH GOLD (S) 8G,DABUR IN,1TAB,45
21233,FEM BLEACH PINK,DABUR IN,24GM,57
25025,FEM BLEACH PINK 64GM,DABUR IN,64GM,85
25024,FEM BLEACH PINK 8GM,DABUR IN,8GM,34
22390,FEM BLEACH-BLUE-24GM,DABUR IN,24GM,80
25026,FEM BLEACH-BLUE-64GM,DABUR IN,64GM,85
12394,FEM BLUE 24GM,DABUR IN,24GM,57
12395,FEM BLUE 8GM,DABUR IN,8GM,30
12382,FEM DE-TAN BLEACH 10GM,DABUR IN,10GM,42
12383,FEM DE-TAN BLEACH 30GM,DABUR IN,30GM,82
12396,FEM DIAMOND 10GM,DABUR IN,10GM,38
12397,FEM DIAMOND BL. 30G,DABUR IN,30GM,80
15550,FEM FR NATURAL DIAMOND,DABUR IN,1TAB,38
26586,FEM FR. CREBIS&M8G,DABUR IN,8GM,32
15548,FEM FRT NAT GOLD,DABUR IN,8GM,37
22342,FEM GOLD,DABUR IN,40GM,75
11322,FEM GOLD 24GM,DABUR IN,24GM,65
12399,FEM GOLD 64GM,DABUR IN,64GM,85
12401,FEM GOLD 8GM,DABUR IN,8GM,42
15765,FEM GOLD BLEACH,DABUR IN,24GM,65
12402,FEM GOLD ULTRA 10GM,DABUR IN,10GM,40
12403,FEM GOLD ULTRA 30GM,DABUR IN,30GM,82
16490,FEM OXY LIFE BLEACH,DABUR IN,27GM,65
11321,FEM RED,DABUR IN,24GM,57
12404,FEM RED 40GM,DABUR IN,40GM,65
12406,FEM RED 64GM,DABUR IN,64GM,75
12407,FEM RED 8GM,DABUR IN,8GM,30
21671,FEM SAFRON,DABUR IN,1TAB,0
12409,FEM TURMERIC 24GM,DABUR IN,24GM,57
12410,FEM TURMERIC 8GM,DABUR IN,8GM,32
15531,FEMALE REDSON,OTHERS,450GM,132
17816,FEMALE REDSON 300 ML,OTHERS,300ML,132
14466,FEMARA 2.5MG TAB,NOVARTIS,,0
35452,FEMARELLE 40+ REJUVENATE CAP,MANEESH,15CAP,499
23062,FEMARELLE 50+ RECHARGE CAP,MANEESH,15CAP,499
35454,FEMARELLE 60+ UNSTOPPABLE CAP,MANEESH,15CAP,499
16776,FEMBIO CAP  10,ZYDUS CA,10CAP,594
35849,FEMDERM NATURAL ANTI STRETCH OIL,PALSONS,100ML,399
31580,FEMENOFIT CAP,MEZZONE,30CAP,790
16785,FEMGOLD TAB,DABUR IN,10TAB,195
21358,FEMICLO V VAGINAL SUPP,DABUR IN,3SUPP,139.7
35202,FEMIKIRO TAB,OAKNET,10TAB,0
35588,FEMILACT CLEANSER,Druto La,100ML,172
5020,FEMILON TAB,ABBOTT INDIA,21TAB,329
25847,FEMIPLEX TAB,CHARAK P,75TAB,145
9233,FEMIPRISTAL CAP,MEYER,10CAP,1204
14467,FEMISTRA 1MG TAB,CADILA H,,0
20543,FEMITRAZ TAB,LUPIN,10TAB,0
32300,FEMOSTON 1/5MG,ABBOTT INDIA,28TAB,1417
32302,FEMOSTON 2/10MG,ABBOTT INDIA,28TAB,1507
32303,FEMOSTON MINI MG,ABBOTT INDIA,28TAB,999
14468,FEMPRO TAB,CIPLA,,0
15547,FEMSAFF 8G,DABUR IN,1TAB,30
36964,FEMZACT CAP,EMCURE PHARM,10CAP,250
14960,FENAK PLUS TAB,RANABXY GENR,10TAB,32.8
8084,FENOLIP 145 TAB,CIPLA,10TAB,258.63
4461,FENOVAS,MICRO,10TAB,152
32255,FENOXENE CAP,SAMARTH,10CAP,501.28
34600,FENTIGLIV 600MG CAP,LA RENON,1CAP,191
36821,FENTIGLIV CREAM 30GM,LA RENON,30GM,0
29389,FENULIKE ORANGE FLOVOUR 150GM,TRUHEALT,150GM,949
7914,FENZA 600MG CAP,INTEGRAC,2CAP,495
11471,FENZA CREAM 10GM,INTEGRAC,10GM,120.5
10623,FENZA CREAM 30GM,INTEGRAC,30GM,330.5
14097,FENZA L CREAM,INTEGRAC,10GM,212.5
33855,FENZA WASH 100ML,INTEGRAC,100ML,238.5
36225,FERCEE XT TAB,ALKEM,10TAB,0
23461,FEREN TAB,RENCORD,10TAB,185
23123,FERESTA MD SACHET,WELLESTA,2GM,130
23122,FERESTA TAB,WELLESTA,10TAB,75
21825,FERIAZ XT,ADZO,10TAB,91
14469,FERICIP XT TAB,CIPLA GE,10TAB,122.65
31829,FERIDOC CAPS,DOCXIS,10CAP,800
22472,FERIGARD XT TAB,BIOREX H,10TAB,100
13059,FERIKIND -S 100 INJ,MANKIND,5ML,321.44
35695,FERIKIND CR 100MG TAB,MANKIND,10TAB,189
13058,FERIKIND DROP,MANKIND,15ML,89
9943,FERIKIND M SUSP,MANKIND,170ML,190
31925,FERIKIND M TAB,MANKIND,10TAB,154
13057,FERIKIND TAB,MANKIND,10TAB,139
33973,FERINEXT TAB,AURISTAT,10TAB,140
14646,FERINJECT SOLUTION FOR INJ,LUPIN,20ML,6267.15
20199,FERIS 100 TAB,ERIS PHA,10TAB,0
23910,FERISOME TAB,MICRO,15TAB,318
20376,FERIUM CHEWABLE TAB,EMCURE PHARM,10TAB,146.95
22375,FERIUM D3 TAB,EMCURE PHARM,10TAB,191.55
17511,FERIUM SYP 150ML,EMCURE PHARM,1TAB,155.65
10509,FERIUM XT 10TAB,EMCURE PHARM,10TAB,189.45
35636,FERIUM XT 15TAB,EMCURE PHARM,15TAB,284.15
17508,FERIUM XT DROPS,EMCURE PHARM,15ML,136.9
21160,FERIUM XT PLUS SUSP.,EMCURE PHARM,200ML,262.5
17069,FERIUM-500 INJ  10ML,EMCURE PHARM,10ML,3568
6377,FERMASE TAB,OMENTA,10TAB,57
31830,FERODOC TAB,DOCXIS,10TAB,145
5573,FEROGLOBIN  HB LIQUID,MEYER,200ML,85
6936,FEROGLOBIN B12 CAPS,MEYER,15CAP,85.5
6935,FEROGLOBIN B12 LIQUID,MEYER,200ML,104
36343,FEROLEVEN TAB,Ponoogun,6TAB,649
30805,FEROMOST XT TAB,AAREEN H,10TAB,108.9
13852,FERONIA D3 TAB,ZUVENTUS,10TAB,183
34156,FERONIA FCM 500MG INJ,ZUVENTUS,1VAIL,3800
17248,FERONIA MAX ORAL SUSP,ZUVENTUS,200ML,238.85
13854,FERONIA XT DROP,ZUVENTUS,15ML,136.9
13855,FERONIA XT SUSP,ZUVENTUS,150ML,205.25
10456,FERONIA XT TAB,ZUVENTUS,10TAB,270.6
35780,FERONIA XT TAB,ZUVENTUS,15TAB,270.6
35209,FEROSE XT TAB,OAKNET,10TAB,0
4353,FEROX XT SYP,MICRO,200ML,212
24046,FEROZORB CAP,MACLEODS,10CAP,158.4
21407,FEROZORB SYP 150ML,MACLEODS,150ML,139
23324,FERPILL CAP,INTAS PH,1CAP,0
18951,FERPILL M TAB,INTAS PH,10TAB,565
20252,FERPILL-F TAB,INTAS PH,10TAB,363
20721,FERRADOL FOOD SUPPLEMENT,PIRAMAL,200 GM,152.9
6981,FERRADOL FOOD SUPPLEMENT,PIRAMAL,450GM,344
25382,FERRIFORT XT TAB,GENERIC,10TAB,102
28709,FERRIZED SOFTGEL,AEGIS PE,10TAB,125.3
14471,FERROGEN -XT TAB,INTAS PH,10TAB,148
